name,primary_muscle,equipment,experience_level,overview,instructions,tips,video_front,video_side,source_url
Barbell Lateral Lunge,"Glutes, Quads",Barbell,Advanced,Stand with your feet shoulder-width apart and hold a barbell at your shoulders with an overhand grip. | Step out to the side with your right foot and bend your right knee to lower your body until your right thigh is parallel to the ground. | Push off your right foot to return to the starting position. | Repeat on the opposite side by stepping out with your left foot.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-lateral-lunge-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-lateral-lunge-side.mp4#t=0.1,https://musclewiki.com/barbell/male/glutes/barbell-lateral-lunge
Barbell Long Landmine Row,"Biceps, Forearms, Lats",Barbell,Advanced,"Position a barbell in a landmine or corner of a room and stand facing it with your feet shoulder-width apart. | Grasp the end of the barbell with an overhand grip, keeping your arms straight and your shoulders relaxed. | Bend at the hips and knees to lower your torso until it is almost parallel to the ground. | Pull the barbell towards your chest, squeezing your shoulder blades together as you row the weight up.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-long-landmine-row-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-long-landmine-row-side.mp4#t=0.1,https://musclewiki.com/barbell/male/biceps/barbell-long-landmine-row
Barbell Meadows Row,"Biceps, Forearms, Lats",Barbell,Intermediate,"Position a barbell in a landmine or corner of a room and stand facing sideways with a staggered stance and your feet shoulder-width apart. | Grasp the end of the barbell with an overhand grip, keeping your arms straight and your shoulders relaxed. | Bend at the hips and knees to lower your torso until it is almost parallel to the ground. | Pull the barbell towards your chest, squeezing your shoulder blades together as you row the weight up. | *Named after the late John Meadows",,,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-meadows-row-side.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-meadows-row-front.mp4#t=0.1,https://musclewiki.com/barbell/male/biceps/barbell-meadows-row
Barbell Pause Box Squat,"Lower back, Glutes, Quads",Barbell,Advanced,"Stand in front of a box or bench with your feet shoulder-width apart and a barbell resting on your upper back. | Lower your body into a squat position, sitting back onto the box and pausing for a moment before standing back up. | Push through your heels to return to the standing position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pause-box-squat-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pause-box-squat-side.mp4#t=0.1,https://musclewiki.com/barbell/male/lowerback/barbell-pause-box-squat
Barbell Pause Squat,"Lower back, Glutes, Quads",Barbell,Intermediate,"Stand with your feet shoulder-width apart and a barbell resting on your upper back. | Lower your body into a squat position, pausing for a moment at the bottom of the movement before standing back up. | Push through your heels to return to the standing position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pause-box-squat-front_GEhqEjs.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pause-box-squat-side_2PFhPFu.mp4#t=0.1,https://musclewiki.com/barbell/male/lowerback/barbell-pause-squat
Barbell Pronated Pendlay Row,"Biceps, Lower back, Lats",Barbell,Advanced,Start hinged forward with a flat back and the plates resting on the floor. Make sure your elbows are fully extended. | Pull the bar to your sternum. | Return the plates back to the floor and let the bar come to a full dead stop. | Then initiate the next rep.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pronated-pendlay-row-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pronated-pendlay-row-side.mp4#t=0.1,https://musclewiki.com/barbell/male/biceps/barbell-pronated-pendlay-row
Barbell Pronated Row,"Biceps, Forearms, Lats",Barbell,Intermediate,Grab the barbell with an overhand grip. Hinge forward while keeping your back flat until your torso is about parallel with the ground. | Let your arms hang freely. | Pull the bar to your torso while tucking your elbows in slightly. | Extend your elbows fully before initiating the next rep.,,,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pronated-row-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-pronated-row-side.mp4#t=0.1,https://musclewiki.com/barbell/male/biceps/barbell-pronated-row
Barbell Reverse Deadlift,"Lower back, Glutes, Quads",Barbell,Advanced,"Start by standing with your feet about hip-width apart, with your toes pointed slightly outward. | Place a barbell on the floor behind you, with the weight plates on either side. | Bend down and grab the barbell with an overhand grip, your hands slightly wider than shoulder-width apart. Keep your back straight and your shoulders down as you grip the bar. | Stand up straight, lifting the barbell off the ground and pulling it toward your hips. Keep your elbows close to your body and your shoulders down as you do this.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-reverse-deadlift-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-reverse-deadlift-side.mp4#t=0.1,https://musclewiki.com/barbell/male/lowerback/barbell-reverse-deadlift
Barbell Reverse Lunge,"Glutes, Quads",Barbell,Intermediate,"Start by standing with your feet about hip-width apart, with a barbell on your shoulders. Your feet should be slightly pointed outward, and your shoulders should be down and relaxed. | Step backward with one foot, lowering your body until your front thigh is parallel to the ground and your back knee is hovering just above the ground. | Push off your back foot, returning to the starting position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-reverse-lunge-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-reverse-lunge-side.mp4#t=0.1,https://musclewiki.com/barbell/male/glutes/barbell-reverse-lunge
Barbell Seated Calf Raise,Calves,Barbell,Beginner,"Start by sitting on a bench with a barbell resting on your knees. Your feet should be flat on the ground, about hip-width apart. | Place your hands on the barbell for support, and lift your heels off the ground. | Hold this position for a moment, then slowly lower your heels back to the ground.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-seated-calf-raise-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-seated-calf-raise-side.mp4#t=0.1,https://musclewiki.com/barbell/male/calves/barbell-seated-calf-raise
Barbell Shrug,Traps,Barbell,Beginner,"Start by standing with your feet about hip-width apart, with a barbell in front of you. | Bend down and grab the barbell with an overhand grip, your hands slightly wider than shoulder-width apart. Keep your back straight and your shoulders down as you grip the bar. | Stand up straight, lifting the barbell off the ground and pulling it toward your hips. Keep your elbows close to your body and your shoulders down as you do this. | Once the barbell is at your hips, raise your shoulders as high as you can, holding the position for a moment.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-shrug-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-shrug-side.mp4#t=0.1,https://musclewiki.com/barbell/male/traps/barbell-shrug
Barbell Side Step Up,"Glutes, Quads",Barbell,Intermediate,"Start by standing with your feet about hip-width apart, with a barbell on your shoulders. Your feet should be slightly pointed outward, and your shoulders should be down and relaxed. | Place a step or box beside you, and step up onto it with one foot. Your other foot should remain on the ground. | Push off your grounded foot, raising your body up onto the step. | Step back down with the same foot, returning to the starting position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-side-step-up-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-side-step-up-side.mp4#t=0.1,https://musclewiki.com/barbell/male/glutes/barbell-side-step-up
Barbell Snatch Grip Deadlift,"Lower back, Glutes, Hamstrings",Barbell,Advanced,"Start by standing with your feet about hip-width apart, with your toes pointed slightly outward. | Place a barbell on the floor in front of you, with the weight plates on either side. Make sure that the bar is directly in line with your feet. | Bend down and grab the barbell with an overhand grip, your hands much wider than shoulder-width apart. Keep your back straight and your shoulders down as you grip the bar. | Stand up straight, lifting the barbell off the ground and pulling it toward your hips. Keep your elbows close to your body and your shoulders down as you do this. | Slowly lower the barbell back to the ground, making sure to keep your back straight and your shoulders down throughout the movement.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-snatch-grip-deadlift-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-snatch-grip-deadlift-side.mp4#t=0.1,https://musclewiki.com/barbell/male/lowerback/barbell-snatch-grip-deadlift
Barbell Snatch Grip Romanian Deadlift,"Lower back, Glutes, Hamstrings",Barbell,Advanced,"Start by standing with your feet about hip-width apart. The bar should be in a rack or box so it's lifted off the ground. | Grab the barbell with an overhand grip, your hands should be much wider than shoulder-width apart. | Hing forward at the hips keeping your knees mostly extended. Hinge until you feel a stretch in your hamstrings. | When you feel the stretch, push your hips forward until you are back in a standing position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-snatch-grip-romanian-deadlift-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-snatch-grip-romanian-deadlift-side.mp4#t=0.1,https://musclewiki.com/barbell/male/lowerback/barbell-snatch-grip-romanian-deadlift
Barbell Split Squat,"Glutes, Quads",Barbell,Intermediate,"Take a large step forward with one leg, and lower your body until your back knee nearly touches the ground. Your front knee should be bent at a 90-degree angle, and your back leg should be straight. | Push through the heel of your front foot to raise your body back to the starting position.",,,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-split-squat-front.mp4#t=0.1,https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-split-squat-side.mp4#t=0.1,https://musclewiki.com/barbell/male/glutes/barbell-split-squat
